"match_id","leagueid","radiant.team_id","radiant.name","radiant.tag","radiant.logo_url","dire.team_id","dire.name","dire.tag","dire.logo_url"
8013673478,16313,8893837,"Parallel eSports","PeS","https://steamusercontent-a.akamaihd.net/ugc/1999066441861408614/71D1E68ECD1B5567B1E56F93F8511DB66D829C93/",9332069,"Mister Maniacs","MM","https://steamusercontent-a.akamaihd.net/ugc/2508011791700199350/FC1DC14A21F3B99692E7057A7246290AEBB7DE51/"
8013674276,17233,2443375,"Foxy gaming","Foxy","https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/",9425656,"LSG","LSG","https://steamusercontent-a.akamaihd.net/ugc/2497885570409092010/7A0CAB8AFDEC8BDE65F27E01C713A6B5459B65AD/"
8013700297,16313,8864178,"Marvelous Warriors","MW","https://steamusercontent-a.akamaihd.net/ugc/2289583009755688899/08ACDA39A18F8336DF6782B6D64A148F906D7278/",9330492,"Iconic","ICo","https://steamusercontent-a.akamaihd.net/ugc/2336874148079621836/0D68FF6101A523013C291DA6E6D6C99B80DDCB4F/"
8013705623,17233,8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/2477632689738982294/52F73BED281DF75257007811CA9CDF5144CB2B1F/",9426115,"Dark Rebellion","DR","https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/"
8013708108,15901,9395676,"Shinigami gaming","Shin","https://steamusercontent-a.akamaihd.net/ugc/2518149232230029748/6204E1A0315057E9F227EDBCD42DB8F193B593AF/",9225431,"TEIKO","","https://steamusercontent-a.akamaihd.net/ugc/2130824444498259213/3FF228A7F7409318EEC092C18C14AF690A009B35/"
8013710518,17233,8629318,"Mad Monkeys","Mm","https://steamusercontent-a.akamaihd.net/ugc/2508018112053409972/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/",9425660,"Shadow Avengers","SAS","https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/"
8013734774,17199,9538207,"Myth Avenue Gaming","MAG","https://steamusercontent-a.akamaihd.net/ugc/2486639255470734489/335E278D66166679FA98F953C2F50959A75C58D3/",9409659,"spiky gaming","","https://steamusercontent-a.akamaihd.net/ugc/2497884302563869757/495402769E3CA0B57209C58A2A52EF5E38D8513D/"
8013735142,16313,9330492,"Iconic","ICo","https://steamusercontent-a.akamaihd.net/ugc/2336874148079621836/0D68FF6101A523013C291DA6E6D6C99B80DDCB4F/",8864178,"Marvelous Warriors","MW","https://steamusercontent-a.akamaihd.net/ugc/2289583009755688899/08ACDA39A18F8336DF6782B6D64A148F906D7278/"
8013736279,17233,9426115,"Dark Rebellion","DR","https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/",8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/2477632689738982294/52F73BED281DF75257007811CA9CDF5144CB2B1F/"
8013750341,17233,9425660,"Shadow Avengers","SAS","https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/",8629318,"Mad Monkeys","Mm","https://steamusercontent-a.akamaihd.net/ugc/2508018112053409972/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/"
8013767148,15901,9225431,"TEIKO","","https://steamusercontent-a.akamaihd.net/ugc/2130824444498259213/3FF228A7F7409318EEC092C18C14AF690A009B35/",9395679,"Shinigami Gaming","Shinigami","https://steamusercontent-a.akamaihd.net/ugc/2499008933815848006/6204E1A0315057E9F227EDBCD42DB8F193B593AF/"
8013772923,16313,9018543,"Hustlers","HS","https://steamusercontent-a.akamaihd.net/ugc/2058751629901384188/15926442CAF0374AEC6BC0749DF4781D081E3C1A/",9332059,"Ninja Bros","N","https://steamusercontent-a.akamaihd.net/ugc/2490006266229881150/FC90CF44B6F55976119A8FD30C519F435E6D2270/"
8013784026,17233,8629014,"Dragon Blood","DB","https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/",8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/"
8013790403,17199,9538207,"Myth Avenue Gaming","MAG","https://steamusercontent-a.akamaihd.net/ugc/2486639255470734489/335E278D66166679FA98F953C2F50959A75C58D3/",9409659,"spiky gaming","","https://steamusercontent-a.akamaihd.net/ugc/2497884302563869757/495402769E3CA0B57209C58A2A52EF5E38D8513D/"
8013804769,15901,9395679,"Shinigami Gaming","Shinigami","https://steamusercontent-a.akamaihd.net/ugc/2499008933815848006/6204E1A0315057E9F227EDBCD42DB8F193B593AF/",9225431,"TEIKO","","https://steamusercontent-a.akamaihd.net/ugc/2130824444498259213/3FF228A7F7409318EEC092C18C14AF690A009B35/"
8013821827,16313,9332059,"Ninja Bros","N","https://steamusercontent-a.akamaihd.net/ugc/2490006266229881150/FC90CF44B6F55976119A8FD30C519F435E6D2270/",9018543,"Hustlers","HS","https://steamusercontent-a.akamaihd.net/ugc/2058751629901384188/15926442CAF0374AEC6BC0749DF4781D081E3C1A/"
8013824994,17233,8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/",8629014,"Dragon Blood","DB","https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/"
8013830085,17272,8291895,"Tundra Esports","Tundra","https://steamusercontent-a.akamaihd.net/ugc/2031716132171967904/07B168B8063D9B22CDAD53AB421ECAF3D4B2E07E/",8255888,"BetBoom Team","BetBoom","https://steamusercontent-a.akamaihd.net/ugc/2501271299873667086/51E13136D4CCC8C7D8062861541A1D13B8ED87E0/"
8013862880,17233,8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2446107492346973561/03C1A606587B371C139805153F66CD7367C6E837/",2443375,"Foxy gaming","Foxy","https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/"
8013864517,16313,9330489,"ThunderLab","TL","https://steamusercontent-a.akamaihd.net/ugc/2377407244595660701/846E8D7A392F7933FE768774A2A8C7C2787BE388/",8893825,"Lucky Bulldogs","LB","https://steamusercontent-a.akamaihd.net/ugc/2001335808621483127/5A5F024213E96EFED441218F3DBE395B9C10308C/"
8013871662,15901,9587203,"business club","bc","https://steamusercontent-a.akamaihd.net/ugc/2455117864631601557/069C7E7A630A8FA333ED65FE72820D4091D24953/",9504780,"Rakuzan","Rakuzan","https://steamusercontent-a.akamaihd.net/ugc/2503523949680034823/5F013D18FA3BF8B3AEAB8B9EE8785CAD9CAB80AB/"
8013901959,16313,8893825,"Lucky Bulldogs","LB","https://steamusercontent-a.akamaihd.net/ugc/2001335808621483127/5A5F024213E96EFED441218F3DBE395B9C10308C/",9330489,"ThunderLab","TL","https://steamusercontent-a.akamaihd.net/ugc/2377407244595660701/846E8D7A392F7933FE768774A2A8C7C2787BE388/"
8013909744,17233,2443375,"Foxy gaming","Foxy","https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/",8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2446107492346973561/03C1A606587B371C139805153F66CD7367C6E837/"
8013912017,17272,8255888,"BetBoom Team","BetBoom","https://steamusercontent-a.akamaihd.net/ugc/2501271299873667086/51E13136D4CCC8C7D8062861541A1D13B8ED87E0/",8291895,"Tundra Esports","Tundra","https://steamusercontent-a.akamaihd.net/ugc/2031716132171967904/07B168B8063D9B22CDAD53AB421ECAF3D4B2E07E/"
8013942410,15901,9504780,"Rakuzan","Rakuzan","https://steamusercontent-a.akamaihd.net/ugc/2503523949680034823/5F013D18FA3BF8B3AEAB8B9EE8785CAD9CAB80AB/",9587203,"business club","bc","https://steamusercontent-a.akamaihd.net/ugc/2455117864631601557/069C7E7A630A8FA333ED65FE72820D4091D24953/"
8014003235,15901,9587203,"business club","bc","https://steamusercontent-a.akamaihd.net/ugc/2455117864631601557/069C7E7A630A8FA333ED65FE72820D4091D24953/",9586443,"Nethercore","Nether","https://steamusercontent-a.akamaihd.net/ugc/2459621195379473716/79D0D159903371DC20501B6507AA311EF6FAFE86/"
8014064960,17233,8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/",8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/"
8014076717,17272,8261500,"Xtreme Gaming","XG","https://steamusercontent-a.akamaihd.net/ugc/2402194226059610590/E3CF4B6C4B2CFB974A9B415141E4A37317AD4D80/",9545759,"Waska","Waska","https://steamusercontent-a.akamaihd.net/ugc/2492268755024477919/F2376446D05157B080B5D506473EE2F1D43097BF/"
8014079562,15901,9586443,"Nethercore","Nether","https://steamusercontent-a.akamaihd.net/ugc/2459621195379473716/79D0D159903371DC20501B6507AA311EF6FAFE86/",9587203,"business club","bc","https://steamusercontent-a.akamaihd.net/ugc/2455117864631601557/069C7E7A630A8FA333ED65FE72820D4091D24953/"
8014132961,17233,8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/",8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/"
8014190952,17233,8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/",8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/"
8014218908,17272,9545759,"Waska","Waska","https://steamusercontent-a.akamaihd.net/ugc/2492268755024477919/F2376446D05157B080B5D506473EE2F1D43097BF/",8261500,"Xtreme Gaming","XG","https://steamusercontent-a.akamaihd.net/ugc/2402194226059610590/E3CF4B6C4B2CFB974A9B415141E4A37317AD4D80/"
8014248254,17233,9425656,"LSG","LSG","https://steamusercontent-a.akamaihd.net/ugc/2497885570409092010/7A0CAB8AFDEC8BDE65F27E01C713A6B5459B65AD/",8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2446107492346973561/03C1A606587B371C139805153F66CD7367C6E837/"
8014253332,15901,9504780,"Rakuzan","Rakuzan","https://steamusercontent-a.akamaihd.net/ugc/2503523949680034823/5F013D18FA3BF8B3AEAB8B9EE8785CAD9CAB80AB/",8993427,"Air Defense","AD","https://steamusercontent-a.akamaihd.net/ugc/1996819597310159490/85FEE9759F6A9ABB8283A21CE2A8AC57004B4BCA/"
8014313365,17233,8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2446107492346973561/03C1A606587B371C139805153F66CD7367C6E837/",9425656,"LSG","LSG","https://steamusercontent-a.akamaihd.net/ugc/2497885570409092010/7A0CAB8AFDEC8BDE65F27E01C713A6B5459B65AD/"
8014326286,17272,9545759,"Waska","Waska","https://steamusercontent-a.akamaihd.net/ugc/2492268755024477919/F2376446D05157B080B5D506473EE2F1D43097BF/",8261500,"Xtreme Gaming","XG","https://steamusercontent-a.akamaihd.net/ugc/2402194226059610590/E3CF4B6C4B2CFB974A9B415141E4A37317AD4D80/"
8014329377,15901,8993427,"Air Defense","AD","https://steamusercontent-a.akamaihd.net/ugc/1996819597310159490/85FEE9759F6A9ABB8283A21CE2A8AC57004B4BCA/",9504780,"Rakuzan","Rakuzan","https://steamusercontent-a.akamaihd.net/ugc/2503523949680034823/5F013D18FA3BF8B3AEAB8B9EE8785CAD9CAB80AB/"
8014374897,17233,9425660,"Shadow Avengers","SAS","https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/",2443375,"Foxy gaming","Foxy","https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/"
8014436204,17233,2443375,"Foxy gaming","Foxy","https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/",9425660,"Shadow Avengers","SAS","https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/"
8014444044,17272,9247354,"Team Falcons","FLCN","https://steamusercontent-a.akamaihd.net/ugc/2314350571781870059/2B5C9FE9BA0A2DC303A13261444532AA08352843/",9572001,"PARIVISION","PARIVISION","https://steamusercontent-a.akamaihd.net/ugc/2476508692281774105/EDE870E88FFD1C4E01DE40BF1B5E548D3459D046/"
8014480690,17233,9425660,"Shadow Avengers","SAS","https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/",2443375,"Foxy gaming","Foxy","https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/"
8014582094,17170,9572357,"Студените","СТУД","https://steamusercontent-a.akamaihd.net/ugc/2451738894326862300/CEC5C9CBAFF2BBE5E0733B950A1733382B13793F/",9187899,"Kolegite ot Offlane-a","","https://steamusercontent-a.akamaihd.net/ugc/2091414867454534079/2D7FA14ADB4FFD5C94199242CB7A7BC63B212518/"
8014584231,17272,9572001,"PARIVISION","PARIVISION","https://steamusercontent-a.akamaihd.net/ugc/2476508692281774105/EDE870E88FFD1C4E01DE40BF1B5E548D3459D046/",9247354,"Team Falcons","FLCN","https://steamusercontent-a.akamaihd.net/ugc/2314350571781870059/2B5C9FE9BA0A2DC303A13261444532AA08352843/"
8014657138,17170,9187899,"Kolegite ot Offlane-a","","https://steamusercontent-a.akamaihd.net/ugc/2091414867454534079/2D7FA14ADB4FFD5C94199242CB7A7BC63B212518/",9572357,"Студените","СТУД","https://steamusercontent-a.akamaihd.net/ugc/2451738894326862300/CEC5C9CBAFF2BBE5E0733B950A1733382B13793F/"
8014739929,17272,9247354,"Team Falcons","FLCN","https://steamusercontent-a.akamaihd.net/ugc/2314350571781870059/2B5C9FE9BA0A2DC303A13261444532AA08352843/",9572001,"PARIVISION","PARIVISION","https://steamusercontent-a.akamaihd.net/ugc/2476508692281774105/EDE870E88FFD1C4E01DE40BF1B5E548D3459D046/"
8014747379,17163,8849817,"ZEUS THUNDER GOD","ZTG","https://steamusercontent-a.akamaihd.net/ugc/1832426636071192128/298F144FCABFB502E6C9FE1DA66F61D9181A0C9F/",8850016,"FLYING FORTUNE","Ff","https://steamusercontent-a.akamaihd.net/ugc/1914618053677183905/643B71E4BC0996372029AC8E917018769F378A6F/"
8014806044,17163,8850016,"FLYING FORTUNE","Ff","https://steamusercontent-a.akamaihd.net/ugc/1914618053677183905/643B71E4BC0996372029AC8E917018769F378A6F/",8849817,"ZEUS THUNDER GOD","ZTG","https://steamusercontent-a.akamaihd.net/ugc/1832426636071192128/298F144FCABFB502E6C9FE1DA66F61D9181A0C9F/"
8014829806,17272,7119388,"Team Spirit","TSpirit","https://steamusercontent-a.akamaihd.net/ugc/1839179120711951766/CD7E0885CB527334205CC7885E9C101B7BC17702/",2163,"Team Liquid","Liquid","https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2163.png"
8014856001,17163,8987220,"HolyTeam","HT","https://steamusercontent-a.akamaihd.net/ugc/2045232594440611734/6C72924B50012D14EB63CB93471A3CE174EF4DE2/",8849833,"VERTEX PACK","vP","https://steamusercontent-a.akamaihd.net/ugc/2047503411652997007/08F27DE9B0F0C1AB4C669A5785486AAA77E8917C/"
8014894968,17163,8849833,"VERTEX PACK","vP","https://steamusercontent-a.akamaihd.net/ugc/2047503411652997007/08F27DE9B0F0C1AB4C669A5785486AAA77E8917C/",8987220,"HolyTeam","HT","https://steamusercontent-a.akamaihd.net/ugc/2045232594440611734/6C72924B50012D14EB63CB93471A3CE174EF4DE2/"
8014902934,17272,2163,"Team Liquid","Liquid","https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2163.png",7119388,"Team Spirit","TSpirit","https://steamusercontent-a.akamaihd.net/ugc/1839179120711951766/CD7E0885CB527334205CC7885E9C101B7BC17702/"
8014931579,17163,8849837,"FALL VICTIMS","FV","https://steamusercontent-a.akamaihd.net/ugc/1839182035511443777/DF26E33597EAEB9EBB3F085DA1CA7667E5E11BCB/",8970060,"Moonwalkers","MW","https://steamusercontent-a.akamaihd.net/ugc/2446097424529632497/7D798608363051E3C4AA9D1B769E1728B8AFA56D/"
8014962114,17163,8970060,"Moonwalkers","MW","https://steamusercontent-a.akamaihd.net/ugc/2446097424529632497/7D798608363051E3C4AA9D1B769E1728B8AFA56D/",8849837,"FALL VICTIMS","FV","https://steamusercontent-a.akamaihd.net/ugc/1839182035511443777/DF26E33597EAEB9EBB3F085DA1CA7667E5E11BCB/"
8014962401,17272,2163,"Team Liquid","Liquid","https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/2163.png",7119388,"Team Spirit","TSpirit","https://steamusercontent-a.akamaihd.net/ugc/1839179120711951766/CD7E0885CB527334205CC7885E9C101B7BC17702/"
8014996485,17163,9005364,"Night Vision","NV","https://steamusercontent-a.akamaihd.net/ugc/2460727068613839643/35E9953E42B26F1F51DB7285BA04DC200FC27A76/",8957156,"Silent killer","sK","https://steamusercontent-a.akamaihd.net/ugc/2431453582272336330/5CA27C9845C6CB2F21DF0776E0155ED13942CB44/"
8015017630,17160,8703212,"O.O","O.O","https://steamusercontent-a.akamaihd.net/ugc/1826778837139420035/129AA10C998D079ACDCBDF9C28AEC570F87946CD/",9080673,"Moons of Mene","MoM","https://steamusercontent-a.akamaihd.net/ugc/2431453126355272710/BBEACA67D4D9B335238EF19D260CCBBE47946199/"
8015020943,17163,8957156,"Silent killer","sK","https://steamusercontent-a.akamaihd.net/ugc/2431453582272336330/5CA27C9845C6CB2F21DF0776E0155ED13942CB44/",9005364,"Night Vision","NV","https://steamusercontent-a.akamaihd.net/ugc/2460727068613839643/35E9953E42B26F1F51DB7285BA04DC200FC27A76/"
8015046289,17163,9005364,"Night Vision","NV","https://steamusercontent-a.akamaihd.net/ugc/2460727068613839643/35E9953E42B26F1F51DB7285BA04DC200FC27A76/",8957156,"Silent killer","sK","https://steamusercontent-a.akamaihd.net/ugc/2431453582272336330/5CA27C9845C6CB2F21DF0776E0155ED13942CB44/"
8015057151,17160,9080673,"Moons of Mene","MoM","https://steamusercontent-a.akamaihd.net/ugc/2431453126355272710/BBEACA67D4D9B335238EF19D260CCBBE47946199/",8703212,"O.O","O.O","https://steamusercontent-a.akamaihd.net/ugc/1826778837139420035/129AA10C998D079ACDCBDF9C28AEC570F87946CD/"
8015120987,17160,9571761,"Cocogoat","","https://steamusercontent-a.akamaihd.net/ugc/2483264091707614997/7F9846BD20F53F1ED5746228AE5A23534DB198DF/",-1,"<UNKNOWN>","<UNKNOWN>","<UNKNOWN>"
8015146491,17233,8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/2477632689738982294/52F73BED281DF75257007811CA9CDF5144CB2B1F/",8629318,"Mad Monkeys","Mm","https://steamusercontent-a.akamaihd.net/ugc/2508018112053409972/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/"
8015173506,17160,9571761,"Cocogoat","","https://steamusercontent-a.akamaihd.net/ugc/2483264091707614997/7F9846BD20F53F1ED5746228AE5A23534DB198DF/",9587760,"Rawr","","https://steamusercontent-a.akamaihd.net/ugc/2398822869392151401/9BEFEF9C701C665A2E64A8907488F47D7CB21303/"
8015191659,17233,8629318,"Mad Monkeys","Mm","https://steamusercontent-a.akamaihd.net/ugc/2508018112053409972/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/",8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/2477632689738982294/52F73BED281DF75257007811CA9CDF5144CB2B1F/"
8015227053,17233,8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/",2443375,"Foxy gaming","Foxy","https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/"
8015259825,17233,2443375,"Foxy gaming","Foxy","https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/",8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/"
8015291429,15901,9223797,"Prodigy of God","","https://steamusercontent-a.akamaihd.net/ugc/2388683427194639175/D8CB3937C90008630491BBAFE364224C191A4573/",9481733,"Eye Gaming","","https://steamusercontent-a.akamaihd.net/ugc/2522661974636936973/20CB1AA41471ABE1B5C460D8CBDE915E595F8B23/"
8015298976,17233,8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/",2443375,"Foxy gaming","Foxy","https://steamusercontent-a.akamaihd.net/ugc/2289585333366985191/AC5A2097BEF04FD6D958B34C8A02A75C445ED58A/"
8015338627,17233,8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/",8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2446107492346973561/03C1A606587B371C139805153F66CD7367C6E837/"
8015338718,15901,9481733,"Eye Gaming","","https://steamusercontent-a.akamaihd.net/ugc/2522661974636936973/20CB1AA41471ABE1B5C460D8CBDE915E595F8B23/",9223797,"Prodigy of God","","https://steamusercontent-a.akamaihd.net/ugc/2388683427194639175/D8CB3937C90008630491BBAFE364224C191A4573/"
8015380076,17233,8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2446107492346973561/03C1A606587B371C139805153F66CD7367C6E837/",8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/"
